"WEAPON","DMG","IMPACT","IMPACTp","PUNC","PUNCp","SLASH","SLASHp","HEAT","HEATp","COLD","COLDp","ELEC","ELECp","TOXIN","TOXINp","BLAST","BLASTp","RAD","RADp","GAS","GASp","MAG","MAGp","VIRAL","VIRALp","CORR","CORRp","VOID","VOIDp","CRITCHAN","CRITMULT","STATCHAN","FIRERATE","MULTI"
"Pox","70","0","","0","","0","","0","","0","","0","","70","","0","","0","","0","","0","","0","","0","","0","","0.0099999998","2","0.35000002","2.0833335","1"
"Catabolyst","53","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","53","","0","","0.11","2.9000001","0.43000001","12.000001","1"
"Scoliac","150","22.5","","22.5","","105","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.13","1.5","0.28999996","1.2500001",
"Lesion","237","47.400002","","11.85","","177.75","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","2","0.37","1",
"Mire","158","23","","23","","47","","0","","0","","0","","65","","0","","0","","0","","0","","0","","0","","0","","0.090000004","1.5","0.31","1.0833334",
"Mios","177","53.100002","","44.25","","79.650002","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.19","2","0.25","1.0833334",
"Pupacyst","284","139","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","145","","0","","0","","0.13","1.5","0.26999998","0.83333337",
"Pulmonars","290","193.00002","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","97","","0","","0","","0.19","2.3","0.33000004","0.91666669",
"Arum Spinosa","297","35.639999","","59.400002","","201.96001","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.090000004","1.9","0.37","1.0833334",
"Hirudo","130","19.5","","104","","6.4999938","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.30000001","3","0.11000001","1",
"Keratinos","244","79","","45","","87","","0","","0","","0","","0","","0","","0","","0","","0","","33","","0","","0","","0.13","2.0999999","0.28999996","0.91666669",
"Caustacyst","260","17","","71","","69","","0","","0","","0","","0","","0","","0","","0","","0","","0","","103","","0","","0.090000004","2","0.37","1",
"Pathocyst","262","57","","55","","61","","0","","0","","0","","0","","0","","0","","0","","0","","89","","0","","0","","0.15000001","2.0999999","0.30000001","0.66666669",
"Cerata","183","19","","36","","52","","0","","0","","0","","76","","0","","0","","0","","0","","0","","0","","0","","0.15000001","2","0.30000001","1",
"Synapse","20","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","20","","0","","0.38999999","2.7","0.13","12.000001","1"
"Phage","5","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","5","","0","","0","","0.19","2","0.15499997","12.000001","7"
"Paracyst","33","0","","0","","0","","0","","0","","0","","33","","0","","0","","0","","0","","0","","0","","0","","0.1","2","0.30000001","11.111112","1"
"Hema","47","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","47","","0","","0","","0.11","2","0.25","6","1"
"Sporothrix","371","100.17001","","115.01","","155.81998","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.0099999998","3","0.52999997","1.8333334","1"
"Mutalist Quanta","25","2.5","","15.000001","","7.499999","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.025","1.5","0.14999998","10.000001","1"
"Bubonico","41","1.9999999","","13","","19","","0","","0","","0","","7","","0","","0","","0","","0","","0","","0","","0","","0.25","2.3","0.092857122","3.8333335","7"
"Mutalist Cernos","415","369","","20.5","","20.500006","","0","","0","","0","","5","","0","","0","","0","","0","","0","","0","","0","","0.15000001","2","0.49000001","1","1"
"Aegrit","806","4.5","","1.8000001","","2.7","","0","","0","","0","","0","","797","","0","","0","","0","","0","","0","","0","","0.37","1.9","0.19","2","1"
"Twin Vipers Wraith","18","14.400001","","1.8000001","","1.7999994","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.19","2","0.090000033","25.000002","1"
"Viper Wraith","18","14.400001","","1.8000001","","1.7999994","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.19","2","0.090000033","14.383334","1"
"Atomos","29","0","","0","","0","","29","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","1.7","0.20999998","8","1"
"Stubba","33","14.190001","","3.3","","15.509999","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.23","1.9","0.13","6.3333335","1"
"Kulstar","500","200","","0","","0","","0","","0","","0","","0","","300","","0","","0","","0","","0","","0","","0","","0.17","2.3","0.19","2","1"
"Twin Rogga","47.000004","18.800001","","23.5","","4.7000012","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.1","2","0.065999985","2.5000002","15"
"Kohmak","30","6","","6","","18","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.11","2","0.13800001","5.0000005","5"
"Twin Kohmak","30","6","","6","","18","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.11","2","0.13800001","6.666667","5"
"Quatz","29","9","","2","","7","","0","","0","","11","","0","","0","","0","","0","","0","","0","","0","","0","","0.13","1.5","0.26999998","15.000001","1"
"Nukor","22","0","","0","","0","","0","","0","","0","","0","","0","","22","","0","","0","","0","","0","","0","","0.029999999","4","0.28999996","10.000001","1"
"Marelok","160","80","","16","","63.999996","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","1.5","0.30000001","2","1"
"Brakk","20","9","","5","","6","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.17","2","0.050999999","5.0000005","10"
"Stug","79","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","79","","0","","0.050000001","1.5","0","4","1"
"Prisma Twin Gremlins","27","2.97","","12.69","","11.34","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.23","1.9","0.23000002","8.833334","1"
"Vastilok","279","19.530001","","25.110001","","234.36002","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.19","1.7","0.31","1",
"Sydon","225","11.25","","213.75","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.1","2","0.25","0.91666669",
"Korrudo","193","110.01","","5.79","","77.200005","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.31","2.5","0.090000033","0.83333337",
"Slaytra","333","73.260002","","93.239998","","166.5","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.20999999","1.9","0.35000002","0.83333337",
"Broken Scepter","179","125.3","","17.9","","35.799999","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.1","2","0.30000001","1.2500001",
"Kuva Shildeg","205","75.849998","","100.45","","28.699997","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.31","2.7","0.26999998","0.91666669",
"Jat Kusar","218","79","","13","","45","","81","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.34999999","2.5","0.19","0.83333337",
"Ghoulsaw","197","37.43","","45.310001","","114.25999","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","1.9","0.26999998","1",
"Krohkur","217","26.039999","","39.060001","","151.89999","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.28999999","2.3","0.19","0.83333337",
"Twin Krohkur","250","30","","45","","175","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.19","1.7","0.33000004","0.91666669",
"Twin Basolk","210.00002","55.000004","","15.000001","","55.000004","","85","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.050000001","2","0.39999998","1",
"Halikar Wraith","225","22.5","","180","","22.499992","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.19","2.3","0.35000002","1.1666667",
"Halikar","149","14.900001","","119.2","","14.899995","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.17","2","0.28999996","1.1666667",
"Atterax","129","6.4500003","","6.4500003","","116.1","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.25","3","0.19999999","0.91666669",
"Ack & Brunt","149","14.900001","","14.900001","","119.2","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2","0.10000002","0.83333337",
"Machete Wraith","211","31.650002","","31.650002","","147.7","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.19","2.0999999","0.33000004","1.0833334",
"Prisma Machete","193","28.950001","","28.950001","","135.09999","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","1.9","0.31","0.91666669",
"Prisma Dual Cleavers","133","13.3","","13.3","","106.4","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.25","3","0.25","1",
"Machete","120","18","","18","","84","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.1","1.5","0.14999998","0.91666669",
"Dual Cleavers","157","23.550001","","23.550001","","109.9","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.25","3","0.10000002","0.83333337",
"Jat Kittag","199.99998","160","","30.000002","","9.9999905","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","2","0.25","1",
"Kesheg","241","96.400002","","24.1","","120.5","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.19","2.5","0.23000002","0.83333337",
"Sheev","270","13.5","","13.5","","243","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.13","2.0999999","0.25","0.66666669",
"Ripkas","173","8.6500006","","17.300001","","147.05","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2","0.14999998","0.83333337",
"Gorgon Wraith","27","22.950001","","2.7","","1.3499987","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","1.9","0.20999998","13.333334","1"
"Prisma Gorgon","23.000002","17.25","","3.45","","2.3000007","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.30000001","2.3","0.14999998","14.166667","1"
"Argonak","57","24.51","","6.27","","26.219999","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.27000001","2.3","0.19","4.3333335","1"
"Kohm","30","6","","6","","18","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.11","2.3","0.083333313","3.6666667","9"
"Gotva Prime","25","0","","25","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.23","2.5","0.26999998","13.333334","1"
"Kuva Chakkhurr","366","260","","52","","29","","0","","0","","0","","0","","25","","0","","0","","0","","0","","0","","0","","0.5","2.3","0.26999998","1.1666667","1"
"Harpak","50","5","","37.5","","7.499999","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2.3","0.17000002","6","1"
"Tonkor","725","0","","75","","0","","0","","0","","0","","0","","650","","0","","0","","0","","0","","0","","0","","0.25","2.5","0.10000002","3.1666667","1"
"Buzlok","60","30","","24","","6.0000014","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.23","2.5","0.20999998","6.2500005","1"
"Quartakk","49","18.130001","","14.21","","16.660002","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.19","2.3","0.26999998","6.3333335","1"
"Javlok","280","0","","0","","0","","280","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2","0.25","3.3333335","1"
"Zarr","200","25","","0","","0","","0","","0","","0","","0","","175","","0","","0","","0","","0","","0","","0","","0.17","2.5","0.28999996","1.6666667","1"
"Vulkar Wraith","273","245.7","","27.300001","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2","0.25","2","1"
"Vulkar","224.99998","180","","33.75","","11.24999","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2","0.25","1.5000001","1"
"Miter","250","12.5","","12.5","","225","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.050000001","2","0.5","2.5000002","1"
"Karak Wraith","31","13.95","","9.3000002","","7.75","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.13","2","0.25","11.666667","1"
"Karak","29","13.049999","","8.7000008","","7.25","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.090000004","1.5","0.14999998","11.666667","1"
"Prisma Grinlok","187","74.800003","","18.700001","","93.5","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.20999999","2.9000001","0.37","1.6666667","1"
"Grinlok","187","93.5","","18.700001","","74.799995","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","2.5","0.35000002","1.6666667","1"
"Drakgoon","70","7","","7","","56","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.050000001","2","0.069000006","3.3333335","10"
"Twin Grakatas","10","4","","3.3333299","","2.6666701","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.25","2.7","0.16500002","20.000002","2"
"Grakata","11","4.4000001","","3.6666629","","2.9333372","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.25","2","0.19999999","20.000002","1"
"Hind","30","7.5","","7.5","","15","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.07","1.5","0.14999998","6.2500005","1"
"Kuva Twin Stubbas","27","11.610001","","2.7","","12.69","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.23","1.9","0.31","10.000001","1"
"Kuva Seer","200","26.200001","","68.119995","","36.680004","","0","","0","","0","","0","","0","","0","","0","","0","","0","","69","","0","","0.20999999","1.9","0.33000004","2.5000002","1"
"Kuva Nukor","21","0","","0","","0","","0","","0","","0","","0","","0","","21","","0","","0","","0","","0","","0","","0.07","5","0.5","10.000001","1"
"Kuva Kraken","43","32.25","","5.375","","5.375","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.20999999","2.3","0.28999996","6.7729087","1"
"Kuva Brakk","15","6.75","","3.75","","4.5","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.28999999","2","0.111","5.0000005","10"
"Kuva Zarr","723","50","","0","","0","","0","","0","","0","","0","","673","","0","","0","","0","","0","","0","","0","","0.25","2.5","0.31","2.1666667","1"
"Kuva Tonkor","733","0","","227","","204","","0","","0","","0","","0","","302","","0","","0","","0","","0","","0","","0","","0.30000001","2.5","0.17000002","3.1666667","1"
"Kuva Sobek","77","57.75","","9.625","","9.625","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.20999999","2.3","0.20999998","2.5000002","5"
"Kuva Quartakk","54","19.98","","15.66","","18.360003","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.20999999","1.9","0.33000004","4.8333335","1"
"Kuva Ogris","714","18.9","","191.10001","","155","","0","","0","","0","","0","","348.99997","","0","","0","","0","","0","","0","","0","","0.090000004","2","0.47000003","1.5000001","1"
"Kuva Kohm","20","4","","4","","12","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.19","2.3","0.10000002","4.166667","9"
"Kuva Karak","23","7.1300001","","6.21","","9.6599989","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.23","2.0999999","0.31","11.666667","1"
"Kuva Hind","30","7.5","","7.5","","15","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.25","2.0999999","0.33000004","9.09091","1"
"Kuva Hek","87","13.05","","56.549999","","17.400003","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.23","2.0999999","0.13285714","2.1666667","7"
"Kuva Drakgoon","46","4.5999999","","4.5999999","","36.799999","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.19","2.0999999","0.089999974","3.3333335","10"
"Kuva Grattler","205","5","","40","","4.9999981","","0","","0","","0","","0","","155","","0","","0","","0","","0","","0","","0","","0.27000001","2.0999999","0.26999998","5.5500002","1"
"Kuva Ayanga","274","87","","0","","0","","0","","0","","0","","0","","187","","0","","0","","0","","0","","0","","0","","0.34999999","2","0.19999999","4.5833335","1"
"Seer","101","33.666668","","33.666668","","33.666664","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.050000001","1.5","0.13","2","1"
"Kraken","49","36.75","","6.125","","6.125","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.050000001","2","0.13","4.4155846","1"
"Viper","17","10.200001","","1.7","","5.0999994","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","1.5","0.11000001","14.383334","1"
"Twin Gremlins","37","12.333334","","12.333334","","12.333333","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","1.5","0.14999998","5.0000005","1"
"Kuva Bramma","1026","187","","0","","0","","0","","0","","0","","0","","839","","0","","0","","0","","0","","0","","0","","0.34999999","2.0999999","0.20999998","0.66666669","1"
"Arca Scisco","60","0","","36","","23.999998","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.18000001","1.6","0.25999999","4.666667","1"
"Plinx","46","0","","26","","0","","20","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.31999999","3","0.040000021","3.3333335","1"
"Ocucor","11","0","","1","","0","","0","","0","","0","","0","","0","","10","","0","","0","","0","","0","","0","","0.16","1.8","0.24000001","12.000001","1"
"Cyanex","91","50","","0","","0","","0","","0","","0","","0","","0","","0","","41","","0","","0","","0","","0","","0.079999998","1.4","0.31999999","4.666667","1"
"Tenet Spirex","200","40","","20","","0","","140","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.25999999","2.4000001","0.39999998","2.3333335","1"
"Prisma Angstrum","450","0","","0","","0","","0","","0","","0","","0","","450","","0","","0","","0","","0","","0","","0","","0.18000001","2.2","0.25999999","2","1"
"Angstrum","450","0","","0","","0","","0","","0","","0","","0","","450","","0","","0","","0","","0","","0","","0","","0.16","2","0.22000003","2","1"
"Staticor","150","0","","0","","0","","0","","0","","0","","0","","0","","150","","0","","0","","0","","0","","0","","0.14","2.2","0.27999997","3.5000002","1"
"Cycron","23","0","","8","","5","","0","","0","","0","","0","","0","","10","","0","","0","","0","","0","","0","","0.12","1.8","0.30000001","12.000001","1"
"Tenet Diplos","28","11.2","","8.96","","7.8399992","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.36000001","2.2","0.13999999","9.666667","1"
"Sonicor","50","50","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.1","2","0","1.2500001","1"
"Spectra Vandal","22","0","","9.2399998","","12.760001","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2","0.27999997","12.000001","1"
"Dual Cestra","26.000002","5.2000003","","20.800001","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.059999999","1.6","0.19999999","18.750002","1"
"Cestra","26.000002","5.2000003","","20.800001","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.059999999","1.6","0.19999999","8.333334","1"
"Detron","40","0","","0","","0","","0","","0","","0","","0","","0","","40","","0","","0","","0","","0","","0","","0.039999999","1.5","0.12857145","3.3333335","7"
"Galvacord","210","12","","38","","64","","0","","0","","96","","0","","0","","0","","0","","0","","0","","0","","0","","0.12","1.8","0.30000001","0.75000006",
"Lecta","101","0","","20","","25","","0","","0","","56","","0","","0","","0","","0","","0","","0","","0","","0","","0.050000001","1.5","0.25","1",
"Tenet Agendus","260","120","","0","","0","","0","","0","","140","","0","","0","","0","","0","","0","","0","","0","","0","","0.23999999","2","0.27999997","0.91666669",
"Serro","234","0","","0","","96","","0","","0","","138","","0","","0","","0","","0","","0","","0","","0","","0","","0.079999998","1.5","0.25999999","0.91666669",
"Prisma Obex","150","105","","22.5","","22.499996","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.25","2","0.30000001","1.3333334",
"Obex","120","84","","18","","17.999996","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.25","2","0.10000002","1",
"Arca Titron","360","233.99998","","0","","126.00001","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.23999999","2","0.38","0.73333335",
"Stropha","220","61.599998","","74.800003","","83.599998","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.30000001","2.4000001","0.13999999","1",
"Falcor","230","36","","18","","92","","0","","0","","84","","0","","0","","0","","0","","0","","0","","0","","0","","0.12","1.6","0.34000003","0.83333337",
"Xoris","120","24","","40.799999","","55.199997","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2.4000001","0.18000001","1.1666667",
"Kreska","190","29.999998","","14.999999","","45","","100","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.14","2","0.22000003","0.91666669",
"Ohma","224","76","","0","","38","","0","","0","","110","","0","","0","","0","","0","","0","","0","","0","","0","","0.15000001","2","0.30000001","0.91666669",
"Prisma Ohma","250","82","","0","","44","","0","","0","","124","","0","","0","","0","","0","","0","","0","","0","","0","","0.30000001","2.2","0.19999999","1",
"Tenet Grigori","228","9.1199999","","82.080002","","136.8","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.23999999","1.6","0.38","1.0833334",
"Tenet Livia","198","9.9000006","","9.9000006","","178.2","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.28","2.2","0.27999997","1.0833334",
"Ferrox","350","35","","245","","69.999992","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.31999999","2.8","0.10000002","1.3333334","1"
"Supra Vandal","40","4","","30","","5.999999","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.16","2","0.30000001","12.500001","1"
"Penta","425","75","","0","","0","","0","","0","","0","","0","","350","","0","","0","","0","","0","","0","","0","","0.1","2","0.10000002","1","1"
"Carmine Penta","425","75","","0","","0","","0","","0","","0","","0","","350","","0","","0","","0","","0","","0","","0","","0.1","2","0.10000002","2.6666667","1"
"Convectrix","12","1.2","","1.2","","9.6000004","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.16","2.4000001","0.44999999","12.000001","2"
"Arca Plasmor","600","0","","0","","0","","0","","0","","0","","0","","0","","600","","0","","0","","0","","0","","0","","0.22","1.6","0.27999997","1.1","1"
"Quanta Vandal","13","0","","0","","0","","0","","0","","13","","0","","0","","0","","0","","0","","0","","0","","0","","0.22","2.4000001","0.44999999","12.000001","2"
"Quanta","10","0","","0","","0","","0","","0","","10","","0","","0","","0","","0","","0","","0","","0","","0","","0.16","2.2","0.24000001","12.000001","2"
"Exergis","540","20","","120","","260","","0","","0","","0","","0","","0","","140","","0","","0","","0","","0","","0","","0.079999998","1.4","0.36000001","3.3333335","3"
"Battacor","66","0","","24","","0","","0","","0","","0","","0","","0","","0","","0","","42","","0","","0","","0","","0.31999999","2.4000001","0.18000001","3.571429","1"
"Komorex","97","9.6999998","","40.739998","","46.560001","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.16","2.0999999","0.35000002","5.0000005","1"
"Stahlta","52","7.2800002","","16.639999","","28.080002","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.23999999","1.8","0.22000003","6.0000005","1"
"Glaxion","26","0","","0","","0","","0","","26","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.079999998","2","0.34000003","12.000001","1"
"Glaxion Vandal","29","0","","0","","0","","0","","29","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.14","2","0.38","12.000001","1"
"Tenet Envoy","740","100","","0","","0","","0","","640","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.28","2.5999999","0.24000001","0.83333337","1"
"Opticor","999.99994","100","","850","","49.999954","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2.5","0.19999999","1","1"
"Opticor Vandal","400","40","","280","","79.999992","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.23999999","2.5999999","0.30000001","2","1"
"Ambassador","24","0","","0","","0","","0","","0","","24","","0","","0","","0","","0","","0","","0","","0","","0","","0.14","2.8","0.25999999","13.333334","1"
"Prisma Tetra","38","7.5999999","","30.4","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.1","2","0.24000001","7.0833335","1"
"Tetra","32","6.4000001","","25.6","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.039999999","1.5","0.19999999","6.666667","1"
"Amprex","22","0","","0","","0","","0","","0","","22","","0","","0","","0","","0","","0","","0","","0","","0","","0.31999999","2.2","0.22000003","12.000001","1"
"Lenz","60","50","","0","","0","","0","","10","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.5","2","0.050000012","1","1"
"Prisma Lenz","66","56","","0","","0","","0","","10","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.5","2.8","0.15999997","1","1"
"Tenet Plinx","70","0","","40","","0","","30","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.44","3","0.12","3.3333335","1"
"Tenet Detron","26","0","","0","","0","","0","","0","","0","","0","","0","","26","","0","","0","","0","","0","","0","","0.18000001","2","0.10000002","3.3333335","10"
"Tenet Cycron","22","0","","0","","0","","22","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","1.8","0.39999998","12.000001","1"
"Tenet Tetra","60","13.2","","33.599998","","13.200002","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.28","2.2","0.30000001","5.0000005","1"
"Tenet Glaxion","34","0","","0","","0","","0","","34","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2.2","0.39999998","12.000001","1"
"Tenet Flux Rifle","22","0","","4.8400002","","17.16","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","1.8","0.25999999","15.000001","1"
"Tenet Ferrox","200","20","","140","","39.999996","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.34","3","0.25999999","2.6666667","1"
"Tenet Arca Plasmor","760","0","","0","","0","","0","","0","","0","","0","","0","","760","","0","","0","","0","","0","","0","","0.22","2","0.34000003","1","1"
"Prova Vandal","198","80","","0","","0","","0","","0","","118","","0","","0","","0","","0","","0","","0","","0","","0","","0.14","2","0.31999999","1",
"Lanka","525","0","","0","","0","","0","","0","","525","","0","","0","","0","","0","","0","","0","","0","","0","","0.2","2","0.25","0","1"
"Dera","30","6","","22.5","","1.5000004","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.079999998","1.6","0.22000003","11.250001","1"
"Prova","128","52","","0","","0","","0","","0","","76","","0","","0","","0","","0","","0","","0","","0","","0","","0.14","2","0.15999997","1",
"Dera Vandal","32","6.4000001","","24","","1.6000004","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.079999998","2","0.30000001","11.250001","1"
"Flux Rifle","22","0","","4.8400002","","17.16","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.1","2","0.24000001","12.000001","1"
"Spectra","18","0","","7.5599999","","10.440001","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.14","2","0.22000003","12.000001","1"
"Supra","40","4","","30","","5.999999","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.12","1.8","0.30000001","12.500001","1"
"Ogris","700","0","","0","","0","","0","","0","","0","","0","","700","","0","","0","","0","","0","","0","","0","","0.050000001","2","0.35000002","1.5000001","1"
"Ignis Wraith","35","0","","0","","0","","35","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.17","2.5","0.28999996","8","1"
"Ignis","33","0","","0","","0","","33","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.11","2","0.26999998","8","1"
